CAMPAIGN_NAME,ASG_GROUPING_TITLE,ARTIST_DISPLAY_NAME,index
WrAu - Galantis - Heartbreak Anthem [Phase 2] - R - 0062L00000VPBZfQAP [Australia],Heartbreak Anthem,Galantis,241462
Rhno - Joni Mitchell - Blue - 50th Anniversary - M - 0062L00000VPH2RQAX [Display],Blue,Joni Mitchell,241472
Rhno - Joni Mitchell - Blue - 50th Anniversary - M - 0062L00000VPH2RQAX [Search],Blue,Joni Mitchell,241482
Rhno - Joni Mitchell - Blue - 50th Anniversary - M - 0062L00000VPH2RQAX,Blue,Joni Mitchell,241492
Atln - Arlie - Karma - R - 0062L00000VPDBFQA5 [USA],Karma,Arlie,241502
Vance Joy Missing Piece 2nd Run_Youtube_InStream Ad_awareness,Missing Piece,Vance Joy,241512
WrRE - Nessa Barrett - Counting Crimes - R - 0062L00000VOw4FQAT [United States],Counting Crimes,Nessa Barrett,241522
Ed Sheeran Bad Habits,Bad Habits,Ed Sheeran,241542
Ed Sheeran - Bad Habits _Youtube_Discovery Ad_clicks,Bad Habits,Ed Sheeran,241552
Slopes | The Sun Also Rises | Lyric Video_Youtube_Instream Ad & Discovery Ad_clicks,The Sun Also Rises,Slopes,241562
YT - Ed Sheeran - Bad Habits - BOOST,Bad Habits,Ed Sheeran,241572
Ed Sheeran - Bad Habits _Youtube_Instream Ad & Discovery Ad_awareness,Bad Habits,Ed Sheeran,241582
WrCa - Ed Sheeran - Bad Habits,Bad Habits,Ed Sheeran,241592
WrRE - Mallory Merk - EVOL - R - 0062L00000VOGy1QAH [United States],evol,Mallory Merk,241602
Eltr - grandson - Rain - R - 0062L00000VPU29QAH,Rain,grandson,241612
Warner Music Canada: Ed Sheeran - Bad Habits [Phase 2] [Discovery],Bad Habits,Ed Sheeran,241622
Atlantic: Jucee Froot - Froot Fridays Freestyles [6],O.T,TY,241632
Eltr - grandson - Rain - R - 0062L00000VPU29QAH [Search],Rain,grandson,241642
HI - IM - Griff - One Foot In Front - NL:PO534457,One Foot in Front of the Other,Griff,241652
YT - Track by Track x CHERRIE - BOOST,Bolo,RA,241662
WrAR - Dua Lipa - Love Again [Indonesia]- R - 0062L00000VPTJvQAP [Indonesia],Love Again,Dua Lipa,241672
WrAR - Dua Lipa - Love Again - R - 0062L00000VPTJvQAP [Philippines],Love Again,Dua Lipa,241682
Atln - Lil Eazzyy - MVP - R - 0062L00000Vf3UTQAZ - Bless The Booth Freestyle,MVP,Lil Eazzyy,241692
Atln - Silk Sonic - Leave The Door Open [BET Awards Performance] - R - 0062L00000Vf3wIQAR - [USA],War,War,241702
BgBt -  R - 0062L00000UIOY1QAP - [USA] - Catz'n Dogz - (Summer Fuego Mix),SBGB,SBGB,241712
WrCa - *Anne-Marie - Our Song - R - 0062L00000VPUEKQA5 - [Canada],Our Song,Anne-Marie,241732
WrWW - Galantis - Heartbreak Anthem(Phase 1) - R - 0062L00000VPNWwQAP [Germany],Heartbreak Anthem,Galantis,241742
WrWW - Galantis - Heartbreak Anthem(Phase 1) - R - 0062L00000VPNWwQAP [Netherlands],Heartbreak Anthem,Galantis,241752
WrWW - Galantis - Heartbreak Anthem(Phase 1) - R - 0062L00000VPNWwQAP [Italy],Heartbreak Anthem,Galantis,241762
Rhno - Grateful Dead - Skull and Roses - eCom - M - 0062L00000VPHO8QAP [Display],Sick And Tired,Grateful Dead,241772
Atln - Wafia - Wide Open - R - 0062L00000VP5GGQA1 - [United States],Wide Open,Wafia,241782
WrWW - Galantis - Heartbreak Anthem(Phase 1) - R - 0062L00000VPNWwQAP [India],Heartbreak Anthem,Galantis,241792
WrCa - Mother Mother - WMC: Mother Mother - Inside [Album Release] - R - 0062L00000VPLUUQA5 - [Canada],Inside,Mother Mother,241812
Atlantic: Nathan Day - Friends [Lyric Video],Friends,Nathan Day,241822
WrCa - Lin-Manuel Miranda - In The Heights - R - 0062L00000VP2HZQA1 [Canada],Iman,Miranda,241832
WrCa - Faouzia - Hero - R - 0062L00000VP87SQAT - [Canada],Hero,Faouzia,241842
YT - Jireel - SL - BOOST,Boosta: Diva,Boosta,241852
YT - PARi - Varje gång jag ser dig - BOOST,Varje gång jag ser dig,PARi,241862
YT - Ricky Rich - WHO - BOOST,BIG BOOTY,RICKY,241872
Maisie Peters Psycho Single_Youtube_Instream Ad & Discovery Ad_awareness,Psycho,Maisie Peters,241882
Ellipso x Zac Tenenbaum - 2nd Hand Love (feat. Dominique Fricot)_Youtube_InStream Ad_awareness,2nd Hand Love,Ellipso x Zac Tenenbaum,241902
(troy cartwright) WrNa - Warner Music Nashville - July Youtube Campaigns - R - 0062L00000VfHUyQAN - [USA],War,WAR,241912
WrRE - dvsn - I Believed It (feat. Mac Miller) - R - 0062L00000VPAISQA5 [United States],2009,Mac Miller,241922
WrCa - Maisie Peters - WMC: Maisie Peters - Pyscho - R - 0062L00000VPTfDQAX [Canada],Psycho,Maisie Peters,241942
(drops of jupiter) WrNa - Warner Music Nashville - July Youtube Campaigns - R - 0062L00000VfHUyQAN - [USA],War,War,241952
WrWW - Galantis - Heartbreak Anthem(Phase 1) - R - 0062L00000VPNWwQAP [Poland],Heartbreak Anthem,Galantis,241962
WrRE - IDK - USEE4YOURSELF - R - 0062L00000VPCKkQAP - [USA],USEE4YOURSELF,IDK,241972
WrRE - Junior Varsity - Weather (feat. Spill Tab) - R - 0062L00000VP5KXQA1,Weather,Junior Varsity,241982
(Chris Janson) WrNa - Warner Music Nashville - July Youtube Campaigns - R - 0062L00000VfHUyQAN - [USA],Neon,Ash,241992
Eltr - Maisie Peters - Psycho - R - 0062L00000Vf7AUQAZ,Psycho,Maisie Peters,242002
Atlantic: Jucee Froot - Froot Fridays Freestyles [7],Trackstar [Freestyle],Jucee Froot,242012
Atln - SAINT PHNX - Happy Place - R - 0062L00000VP1PfQAL [United States],Happy Place,SAINT PHNX,242022
WrCa - Majid Jordan - Waves of Blue [Music Video] - R - 0062L00000VPKP9QAP [Canada],Waves of Blue,Majid Jordan,242032
WrAu - Fast & Furious 9 Soundtrack - R - 0062L00000VOck8QAD [Erik Sanders Remix],Us,ERIKA,242042
WrAu - Fast & Furious 9 Soundtrack - R - 0062L00000VOck8QAD [Asher Remix],Track 7,Rico,242052
WrAu - Fast & Furious 9 Soundtrack - R - 0062L00000VOck8QAD [BabyT Remix],BABE,RIO,242062
WrAu - Fast & Furious 9 Soundtrack - R - 0062L00000VOck8QAD [Babyface Remix],BABE,RIO,242072
WrAu - Fast & Furious 9 Soundtrack - R - 0062L00000VOck8QAD [Jazzy K Remix],War,WAR,242092
WrCa - dvsn - Cheers To The Best Memories - R - 0062L00000VPH4NQAX [Canada],War,WAR,242102
Homie Ojalá Pudiera,Hong,RA,242112
(Robyn Ottolini - Hold Me Back Lyric) WrNa - Warner Music Nashville - July Youtube Campaigns - R - 0062L00000VfHUyQAN - [USA] #2,Hold Me Back,Robyn Ottolini,242122
Lala Moré Frente a Frente,Bla Bla Bla,FRE,242132
Eltr - Saint Motel - The Original Motion Picture Soundtrack - R - 0062L00000VfOZiQAN [USA],Origami,Saint Motel,242142
[Shopping] Elektra: Q3 2021 Always On - Twenty One Pilots,O.T,TY,242162
WrSE - Fabrizio Parisi - Like Champagne - R - 0062L00000VfOOVQA3,War,WAR,242172
WrSE - Eeva - Problem ft. Kendi - R - 0062L00000VfOOfQAN,War,War,242182
WrSE - Koala Voice - Spaghettification - R - 0062L00000VfOOkQAN,Spaghettification,Koala Voice,242192
WrSE - Zdenka Kovacicek - Nova Ja - R - 0062L00000VfOOgQAN,Nova Ja,Zdenka Kovačiček,242202
[Hong Kong] WrAR - Twenty One Pilots - Saturday [Phase 2] - R - 0062L00000VPKW5QAP,Hong,RA,242212
[Vietnam] WrAR - Twenty One Pilots - Saturday [Phase 2] - R - 0062L00000VPKW5QAP,Saturday,twenty one pilots,242222
[Thailand] WrAR - Twenty One Pilots - Saturday [Phase 2] - R - 0062L00000VPKW5QAP,Saturday,twenty one pilots,242232
[Singapore] WrAR - Twenty One Pilots - Saturday [Phase 2] - R - 0062L00000VPKW5QAP,Saturday,twenty one pilots,242242
WrWW - Twenty One Pilots - New MV (FB/IG/IGS) - R - 0062L00000VPBkrQAH [UK],O.T,TY,242252
[Philippines] WrAR - Twenty One Pilots - Saturday [Phase 2] - R - 0062L00000VPKW5QAP,Saturday,twenty one pilots,242262
WrWW - Twenty One Pilots - New MV (FB/IG/IGS) - R - 0062L00000VPBkrQAH [Japan],O.T,TY,242272
WrCa - Myles Castello - Come Around - R - 0062L00000VfPkmQAF - [Canada],come around,Myles Castello,242282
WrWW - Twenty One Pilots - New MV (FB/IG/IGS) - R - 0062L00000VPBkrQAH [Russia],Two,Sia,242292
Atln - Quando Rondo - I Thought - R - 0062L00000Vf3gZQAR - [USA],I Thought,Quando Rondo,242302
[Taiwan] WrAR - Twenty One Pilots - Saturday [Phase 2] - R - 0062L00000VPKW5QAP,Saturday,twenty one pilots,242312
[Malaysia] WrAR - Twenty One Pilots - Saturday [Phase 2] - R - 0062L00000VPKW5QAP,One,Mala,242322
[Indonesia] WrAR - Twenty One Pilots - Saturday [Phase 2] - R - 0062L00000VPKW5QAP,Saturday,twenty one pilots,242332
WrWW - Twenty One Pilots - New MV (FB/IG/IGS) - R - 0062L00000VPBkrQAH [Mexico],O.T,TY,242342
HI - SS - Maisie Peters - Psycho BE:PO536110,Psycho,Maisie Peters,242352
[TV] Efecto Pasillo - Pan y Manteguilla - SGL - JUL 2021,Pan y mantequilla,Efecto Pasillo,242362
Omer Klein: Shake It (Kanäle: Omer Klein)_Youtube_Instream Ad & Discovery Ad_awareness,Shake It,Omer Klein,242372
Papa Zeus_Youtube_Instream Ad & Discovery Ad_awareness,Fint,Papa,242382
(Red)WrRE - IDK - USEE4YOURSELF - R - 0062L00000VPCKkQAP - [USA],USEE4YOURSELF,IDK,242392
Atln - Jamie Miller - Atlantic: Jamie Miller - Here’s Your Perfect - R - 0062L00000VNroEQAT [United States] [acoustic],The Frogs:  Prologos: Invocation and Instructions to the Audience,"Gavin Spokes, Mel Giedroyc, Richard Henders, Jennifer Saayeng, Alex Gaumond, Ashley Campbell, Ben Lewis",242402
Atln - Ben Chandler - Anything - 0062L00000VfW1EQAV - [Global],Anything,Ben Chandler,242412
Atln - Jamie Miller - Atlantic: Jamie Miller - Here’s Your Perfect - R - 0062L00000VNroEQAT [United States] [official MV],"Peter and the Wolf, Op. 67: III. The Duck, Dialog With the Bird, Attack of the Cat (orchestra only)",Stadium Symphony Orchestra of New York & Leopold Stokowski & Bob Keeshan,242422
Priya Ragu Kamali Out Now_Youtube_InStream Ad_awareness,Kamali,Priya Ragu,242432
Atln - Ben Abraham - War In Your Arms - R - 0062L00000UHo5eQAD [United States] Acoustic Video,War In Your Arms,Ben Abraham,242442
(Keto)WrRE - IDK - USEE4YOURSELF - R - 0062L00000VPCKkQAP - [USA] #2,USEE4YOURSELF,IDK,242452
(PradadaBang)WrRE - IDK - USEE4YOURSELF - R - 0062L00000VPCKkQAP - [USA],PradadaBang,IDK,242462
Warner Music Canada: Galantis - Heartbreak Anthem [Re-Spend],Heartbreak Anthem,Galantis,242492
Trivium In The Court Out Now_Youtube_InStream Ad_awareness,In The Court Of The Dragon,Trivium,242512
Eltr - Sebastian Javier - Crystal Ball [Spanish Version] - R - 0062L00000VfKbRQAV [Mexico],Crystal Ball,Sebastian Javier,242522
Atln - Rudie Edwards - Forgetting - R - 0062L00000VfTWeQAN,Forgetting,Rudie Edwards,242532
WrRE - Brandy Clark - Remember Me Beautiful [Live] R - 0062L00000VfVq1QAF,Remember Me Beautiful,Brandy Clark,242542
[Discovery] Rhno - Hayley Kiyoko - Demons [Loki Spend] - R - 0062L00000VfKEcQAN [United States],demons,Hayley Kiyoko,242552
WrCa - Masked Wolf - Say So - R - 0062L00000VfKWHQA3 - Canada,Say So,Masked Wolf,242562
Rhno - Hayley Kiyoko - Demons [Loki Spend] - R - 0062L00000VfKEcQAN [United States],demons,Hayley Kiyoko,242572
WrAR - Lukas Graham - Happy For You [Remixes] - R - 0062L00000VP9JyQAL [Vietnam],Happy For You,Lukas Graham,242582
Goodboys_Youtube_Instream Ad & Discovery Ad_awareness,Go,Roboy,242592
Angesagt! Acoustic Session Vance Joy_Youtube_Instream Ad & Discovery Ad_awareness,Angel,WAR,242602
(Shoot My Shot)WrRE - IDK - USEE4YOURSELF - R - 0062L00000VPCKkQAP - [USA],Shoot My Shot,IDK,242612
(Puerto Rico)WrRE - IDK - USEE4YOURSELF - R - 0062L00000VPCKkQAP - [USA],USEE4YOURSELF,IDK,242622
WrAu - Wale - Angles ft. Chris Brown - R - 0062L00000VP8FvQAL [Australia],Angles,Wale,242632
Warner Music Canada: Twenty One Pilots - Scaled and Icy [Re-Spend],Canada,Pilot,242642
Eltr - Ed Sheeran - Bad Habits - R - 0062L00000VPBMzQAP [Official Acoustic Video],Bad Habits,Ed Sheeran,242652
Atln - Token - Chit Chat - R - 0062L00000VfQ72QAF [USA],Chit Chat,Token,242662
Eltr - Sebastian Javier - Crystal Ball [Spanish Version] - R - 0062L00000VfKbRQAV [United States],Crystal Ball,Sebastian Javier,242682
WrAu - flowerkid - It's Happening Again - R - 0062L00000VOhOyQAL [Australia],It's Happening Again,flowerkid,242692
[In-stream] Rhno - Hayley Kiyoko - Demons [Loki Spend] - R - 0062L00000VfKEcQAN [United States],demons,Hayley Kiyoko,242702
Eltr - Masked Wolf - Say So - - 0062L00000VfKaJQAV  -  [Lyric Video],Say So,Masked Wolf,242712
Juan Rached - Dime Cómo Hacer - SGL - JUL2021,Dime cómo hacer,Juan Rached,242722
YT - Sabina Ddumba - Making of Coast,Coast,Sabina Ddumba,242732
HI - PB - Hornet La Frappe - Kedaba BE:PO536208,Kedaba,Hornet La Frappe,242742
WrIe - Twenty One Pilots - Saturday - R - 0062L00000Vf9vmQAB,Saturday,twenty one pilots,242752
Juan Pablo VegaShow Virtual 24 de julio,Ritual,Ash,242762
HI - CA - Ryan Babel - Reminder NL:PO536391,Run,EMIN,242772
Atln - Brynn Elliott - Can I Be Real EP - R - 0062L00000Vf7QSQAZ,Can I Be Real?,Brynn Elliott,242782
Atln - Childish Major - F Ya Job - R - 0062L00000VOCBtQAP,F Yah Job,Childish Major,242792
WrRE - Emily Weisband - “Butterfly” feat Karen Fairchild - R - 0062L00000VOLMCQA5 - [United States],"Concerto Grosso No. 8 in G Minor, Op. 6, ""Christmas Concerto"": Allegro",David Parry / Pieter Schoeman / Vesselin Gellev / London Philharmonic Orchestra,242802
"Warner Music Hong Kong: Garth.T - honest [ft. moon tang]- 0062L00000VPSvAQAX- (HK, TW)",War,AQ,242812
"Warner Music Hong Kong: Garth.T - honest [ft. moon tang]- 0062L00000VPSvAQAX- (VN, TH, SG)",War,AQ,242832
WrWW - Jamie Miller - Here's Your Perfect - R - 0062L00000VfNASQA3 [Taiwan],Here’s Your Perfect,Jamie Miller,242842
Trueview | Lud Session feat. Glória Groove,blu,Sio,242852
Eltr - The Band CAMINO - Know It All - R - 0062L00000VfNPrQAN,Know It All,The Band CAMINO,242862
Discovery | Lud Session feat. Glória Groove,Discovery,Dio,242872
"Warner Music Hong Kong: Garth.T - honest [ft. moon tang]- 0062L00000VPSvAQAX- (NA, UK, AU)",War,AQ,242882
Elektra Records: Turnstile - Love Connection EP [USA],TURNSTILE LOVE CONNECTION,Turnstile,242892
Eltr - Foy Vance - Time Stands Still - R - 0062L00000VP7ABQA1,Time Stand Still,Foy Vance,242912
BgBt - Various Artists - Big Beat Radio [Q3 2021] - R - 0062L00000VfGyNQAV - EP #152 - ZenAware (Feel Something Mix),Vacio,ZEN,242922
"CL - Tiago PZK, LIT killah - Entre Nosotros - 0721 - OC T001682",Entre Nosotros,"Tiago PZK, LIT killah",242932
"SP - Tiago PZK, LIT killah - Entre Nosotros - 0721 - OC T001682",Entre Nosotros,"Tiago PZK, LIT killah",242942
"AR - Tiago PZK, LIT killah - Entre Nosotros - 0721 - OC T001682",Entre Nosotros,"Tiago PZK, LIT killah",242952
"MX - Tiago PZK, LIT killah - Entre Nosotros - 0721 - OC T001682",Entre Nosotros,"Tiago PZK, LIT killah",242962
WrCa - RÜFÜS DU SOL - WMC: RÜFÜS DU SOL - Alive - R - 0062L00000VfMXQQA3,Alive,RÜFÜS DU SOL,242972
Atln - Dylan Fraser - Nightmare - R - 0062L00000VP3qkQAD (Live Performance) [United States],Nightmare,Dylan Fraser,242982
Lamentablemene Flow Capítulo 1,Tu,LemON,242992
WrRE - Priya Ragu - TBD single - R - 0062L00000VfPkIQAV [Discovery],BFK,Ri,243012
Atln - Roddy Ricch - Late At Night [BET Performance] - R - 0062L00000VfH2UQAV [United States],Late At Night,Roddy Ricch,243022
WrCa - Anderson East - Hood Of My Car - R - 0062L00000VfdynQAB [Canada],Hood of My Car,Anderson East,243032
[SC] Tina Turner - Foreign Affair - ALB - JUL2021,Foreign Affair,Tina Turner,243042
[Croatia] WrSE - Ed Sheeran - Bad Habits - R - 0062L00000VfdgyQAB,Bad Habits,Ed Sheeran,243052
[Serbia] WrSE - Ed Sheeran - Bad Habits - R - 0062L00000VfdgyQAB #2,Bad Habits,Ed Sheeran,243062
[Slovenia] WrSE - Ed Sheeran - Bad Habits - R - 0062L00000VfdgyQAB #3,Bad Habits,Ed Sheeran,243072
WrSE - David Guetta - If You Really Love Me - R - 0062L00000Vf5hKQAR [Bulgaria],Aria,Arisa,243082
[Hungary] WrSE - Ed Sheeran - Bad Habits - R - 0062L00000VfdgyQAB,Bad Habits,Ed Sheeran,243092
WrSE - David Guetta - If You Really Love Me - R - 0062L00000Vf5hKQAR [Croatia],Rise,David Guetta,243102
[Serbia] WrSE - Minelli - Rampampam - R - 0062L00000VfdloQAB,Rampampam,Minelli,243112
WrCa - Noa Kirel - Please Don't Suck - R - 0062L00000VfdHeQAJ [Canada],Please Don't Suck,Noa Kirel,243122
WrCa - Vance Joy - Missing Piece Re-Spend - R - 0062L00000VfdoiQAB - [Canada],Missing Piece,Vance Joy,243132
[Bosnia & Herzegovina] WrSE - Minelli - Rampampam - R - 0062L00000VfdloQAB,Rampampam,Minelli,243152
WrSE - David Guetta - If You Really Love Me - R - 0062L00000Vf5hKQAR [Romania],Fani,Etta,243162
[Macedonia] WrSE - Minelli - Rampampam - R - 0062L00000VfdloQAB,Rampampam,Minelli,243172
WrSE - David Guetta - If You Really Love Me - R - 0062L00000Vf5hKQAR [Slovenia],Rise,David Guetta,243182
WrAR - Jamie Miller - Here's Your Perfect [Cover Videos] - R - 0062L00000VfZjQQAV [Philippines],Here’s Your Perfect,Jamie Miller,243192
[Bulgaria] WrSE - Ed Sheeran - Bad Habits - R - 0062L00000VfdgyQAB,Bad Habits,Ed Sheeran,243202
[Romania] WrSE - Ed Sheeran - Bad Habits - R - 0062L00000VfdgyQAB,Bad Habits,Ed Sheeran,243212
S1sco_CestLaVie_15.07-26.07,C'est la vie,S1sco,243222
Atln - Sam Austins - YOUR POWER (Billie Eilish Cover) - R - 0062L00000VfefNQAR,Your Power (Billie Eilish Cover),Sam Austins,243232
[Thailand] WrAR - Ed Sheeran - Bad Habits - R - 0062L00000VPBqBQAX [Phase 2][Acoustic],Bad Habits,Ed Sheeran,243242
WrHK - Lukas Graham - Happy For You - R - 0062L00000VPObQQAX [Hong Kong - Placement],Hong,RA,243252
[Reprise - RowF] Atln - Charlotte Cardin - Phoenix (Part 2) - R - 0062L00000VPMl7QAH,Phoenix,Charlotte Cardin,243262
Trueview - Iron Maiden - The Writing on the Wall - jul 2021,The Writing On The Wall,Iron Maiden,243272
Discovery | Surf Curse - Freaks,Disco,Surf Curse,243282
AR - Agus Padilla x Darkiel - Amor de Dos - 0721 - OC N002714,Amor de Dos,"Agus Padilla, Darkiel",243292
[Indonesia] WrAR - Ed Sheeran - Bad Habits - R - 0062L00000VPBqBQAX [Phase 2][Acoustic],One,Ed Sheeran,243302
[Philippines] WrAR - Ed Sheeran - Bad Habits - R - 0062L00000VPBqBQAX [Phase 2][Acoustic],Bad Habits,Ed Sheeran,243312
[Taiwan] WrAR - Ed Sheeran - Bad Habits - R - 0062L00000VPBqBQAX [Phase 2][Acoustic] #2,Bad Habits,Ed Sheeran,243332
[Vietnam] WrAR - Ed Sheeran - Bad Habits - R - 0062L00000VPBqBQAX [Phase 2][Acoustic],Bad Habits,Ed Sheeran,243342
ADA - Dylan Conrique - Advice From The Internet - R - 0062L00000VfeZtQAJ [Discovery] [United States],Advice from the Internet,Dylan Conrique,243352
Discovery - Iron Maiden – The Writing On The Wall - jul 2021,The Writing On The Wall,Iron Maiden,243362
WrSE - David Guetta - If You Really Love Me - R - 0062L00000Vf5hKQAR [Hungary],Lunar,David Guetta,243372
WrSE - David Guetta - If You Really Love Me - R - 0062L00000Vf5hKQAR [Serbia],Rise,David Guetta,243382
[Montenegro] WrSE - Minelli - Rampampam - R - 0062L00000VfdloQAB,Rampampam,Minelli,243392
"WrAR - Jamie Miller - Here's Your Perfect [Cover Videos] - R - 0062L00000VfZjQQAV [Indonesia, Malaysia]",One,Mala,243402
"WrAR - Jamie Miller - Here's Your Perfect [Cover Videos] - R - 0062L00000VfZjQQAV [Philippines, Indonesia]",Here’s Your Perfect,Jamie Miller,243412
Trueview | Surf Curse - Freaks,Freaks,Surf Curse,243422
[Malaysia] WrAR - Ed Sheeran - Bad Habits - R - 0062L00000VPBqBQAX [Phase 2][Acoustic],Bad Habits,Ed Sheeran,243432
[Singapore] WrAR - Ed Sheeran - Bad Habits - R - 0062L00000VPBqBQAX [Phase 2][Acoustic] #2,Bad Habits,Ed Sheeran,243442
[Hong Kong] WrAR - Ed Sheeran - Bad Habits - R - 0062L00000VPBqBQAX [Phase 2][Acoustic],Hong,RA,243452
Saint Phnx - Happy Place #2_Youtube_Instream Ad & Discovery Ad_clicks,Happy Place,SAINT PHNX,243462
[VD] Fuel Fandango - Ruido - SGL - JUL2021,210,210,243472
"PARLO - David Guetta - Clip If you really love me -1,5k€ - 160721",Paris,David Guetta,243482
Lisa Pac - Shoutout_Youtube_Instream Ad & Discovery Ad_clicks,Shoutout,Lisa Pac,243492
ELEKTRA - Stavo - Clip Kalenji - 160721,Kalenji,Stavo,243502
Flying Steps x Aya Nakamura - Bobo_Youtube_Instream Ad & Discovery Ad_clicks,‘Heartbreak In This City’ Video Premiere & Special Announcement with Steps & Michelle Visage,Steps,243512
MAY-A - Swing Of Things (feat. Powfu)_Youtube_Instream Ad & Discovery Ad_awareness,Swing Of Things,MAY-A,243522
A7S_Youtube_InStream Ad_awareness,Intro,Intro,243532
Nik Wallner_Youtube_Instream Ad & Discovery Ad_awareness,Ballero,War,243542
[VD] Soge Culebra - 7 Lagrimas - SGL - JUL 2021,GIN,Soge Culebra,243552
Iron Maiden - Senjutsu (Album)_Youtube_Instream Ad & Discovery Ad_awareness,Senjutsu,Iron Maiden,243562
Leon Leiden Vente,Vente,Leon Leiden,243572
Atln - Pooh Shiesty - Switch It Up Feat. G Herbo - R - 0062L00000VfaXGQAZ,Switch it up,Pooh Shiesty,243582
Tones & I - Welcome TO The Madhouse Out Now_Youtube_InStream Ad_awareness,Welcome To The Madhouse,Tones And I,243592
Rüfüs Du Sol Alive Out Now_Youtube_InStream Ad_awareness,Alive,RÜFÜS DU SOL,243612
REC118 - B NOM - Clip Tais toi et Danse,Amis,Manset,243622
WrCa - Barenaked Ladies - Good Life - R - 0062L00000VfgfnQAB [Phase 1][New Disaster],New Disaster,Barenaked Ladies,243642
WrAu - Twenty One Pilots - Saturday [OMV] - R - 0062L00000Vfa8fQAB,Saturday,twenty one pilots,243652
[SC] Cada vez Cadaver - PO Fase 2 - JUL 2021,210,210,243662
WrCa - Barenaked Ladies - Good Life - R - 0062L00000VfgfnQAB [Phase 1][Flip],Flip,Barenaked Ladies,243672
WrRE - Jubël - 6115 Orange St [EP] - R - 0062L00000VOCzUQAX,Hong,RA,243682
Iron Maiden The Writing On The Wall,The Writing On The Wall,Iron Maiden,243692
WrCa - Barenaked Ladies - Good Life - R - 0062L00000VfgfnQAB [Phase 1][Good Life],Good Life,Barenaked Ladies,243702
Lisa Pac - soutout,Shoutout,Lisa Pac,243722
[TV] Don Patricio - Ciao Bella - SGL - JUL 2021,Ciao Bella,Don Patricio,243732
Angesagt! Power Talk PRIDE_Youtube_Instream Ad & Discovery Ad_awareness,War,Tal,243742
MB_Rutina,LINA,LINA,243752
Llane_Orgánico,Lola,Cinco,243762
Manuel Medrano_ Nenita,Nenita,Manuel Medrano,243772
Discovery | Bruno Cesar e Rodrigo Reys -  Sotaques,Sotaques,Bruno César e Rodrigo Reys,243782
[TV] Fred de Palma - Tu y yo - SGL - Julio 2021,Tú y yo,Fred De Palma,243792
